place_id;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJzcQlSwZHtUYRjS8JA-kGUDE;"ЗАО ""Анапо-2000"""
;"Общество с ограниченной ответственностью ""Медпрофарм"""
ChIJq3KAlTc3tUYRFr46kUkqjpI;Лекарственные средства ВАЛА-Р ООО
ChIJCypTg2RKtUYRI-eS-PnJzYw;"Общество с ограниченной ответственностью ""Лекарственные средства ВАЛА-Р"" (ООО ""Лекарственные средства ВАЛА-Р"")"
ChIJezUxMopOtUYR_SRny6NMlUM;"ООО ""Оранж Фарма"""
ChIJmarHcztNtUYRAjTT7Vs_yAU;"Федеральное государственное учреждение ""Российский научный центр радиологии и хирургических технологий"" Министерства здравоохранения и социального развития Российской Федерации"
ChIJmarHcztNtUYRAjTT7Vs_yAU;ЦНИ рентгено-радиологический институт МЗ РФ
ChIJHWCmlPJKtUYRQK1XXQwutpU;Институт мозга человека РАН
ChIJUcYU8btJtUYR5GPbfXjsLKk;"ООО ""НИАРМЕДИК ПЛЮС"""
ChIJ082evx9LtUYRfteuOWQcgD8;Иммунопрепарат ГУП
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Тверская фармфабрика АООТ
ChIJI8v3tcxLtUYRNZVab2NgNJ8;"АООТ ""Тверская фармацевтическая фабрика"""
;"ООО ""Катунь-Олеум"""
ChIJ21M6PM5KtUYRlFa8IKckelE;"ЗАО ""Медминипром"""
;"ООО ""Научно-производственный Центр ""Биохимические эксперименты и производство лекарств"" (НПЦ ""БИОЭПЛ"")"
;"АО ""Полисорб"""
ChIJY_t-t19ItUYRTNmrLr8XpCs;"ООО ""Ферон"""
ChIJOdOju2_MSkEREW58BUhDs2k;Государственный завод медицинских препаратов ФГУП
;"ФГУП ""Специальное конструкторско-технологическое бюро ""Технолог"" Санкт-Петербургского государственного технологического института (технического университета) Министерства образования Российской Федерации (ФГУП ""СКТБ ""Технолог"" Минобразования России"")"
ChIJSXH0pC1KtUYR2rrLQr9T7jo;"ООО Медицинский центр ""Эллара"""
ChIJIxJ6_9a0SkER5Oehq-81Kg8;"ООО ""ЭкоФармИнвест"""
ChIJHTRqI8LKSkERuw4Luplp0K0;"Государственное учреждение здравоохранения ""Свердловская областная станция переливания крови"""
;Катунь Олеум ООО
ChIJZzk9E7ezSkER_66WeHEn_io;"ООО ""Фармика"""
ChIJY83Q7CrTSkER4MHnT6ofxlc;"Акционерное общество ""Валента Фармацевтика"" (АО ""Валента Фарм"")"
;Робафарм ЕООД
ChIJVdQgHXJNtUYRNUtGGw2rmcM;"ЗАО ""ФАРМА ВАМ"""
;"Федеральное государственное учреждение ""Российский научный центр радиологии и хирургических технологий Федерального агенства по высокотехнологичной медицинской помощи"" (ФГУ ""РНЦ РХТ Росмедтехнологий"")"
ChIJ__WCTkRItUYR-MYkSyCS1GY;"ФГБУ ""Российский научный центр радиологии и хирургических технологий"" Минздрава России"
ChIJY83Q7CrTSkER4MHnT6ofxlc;"ОАО ""Щелковский витаминный завод"""
ChIJdxDFLSlNtUYR9g38SR72YME;"Федеральное государственное учреждение науки ""Екатеринбургский НИИ вирусных инфекций"" Роспотребнадзора"
;"Федеральное казенное учреждение здравоохранения ""Российский научно-исследовательский противочумный институт ""Микроб"" Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека (ФКУЗ РосНИПЧИ ""Микроб"")"
;"Федеральное государственное учреждение здравоохранения ""Российский научно-исследовательский противочумный институт ""Микроб"" Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека (ФГУЗ РосНИПЧИ ""Микроб"")"
;"Акционерное общество ""Производственно-коммерческая ассоциация АЗТ"" (АО ""Ассоциация АЗТ"")"
;"Акционерное общество ""Производственно-коммерческая Ассоциация АЗТ"" (АО ""Ассоциация АЗТ"")"
ChIJY_t-t19ItUYRig38PN5CcNg;"ФГБУ ""НИИЭМ им.  Н.Ф. Гамалеи"" Минздравсоцразвития России (Филиал ""Медгамал"" ФГБУ ""НИИЭМ им.  Н.Ф. Гамалеи"" Минздравсоцразвития России)"
;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским иммунобиологическим препаратам «Микроген» Министерства здравоохранения и социального развития Российской Федерации 
(ФГУП ""НПО ""Микроген"" Минздравсоцразвития России)"
ChIJ082evx9LtUYRfteuOWQcgD8;Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» Министерства здравоохранения  Российской Федерации» (ФГУП «НПО «Микроген» Минздрава России)
ChIJgQBnszhPtUYRCfviJfbyJiw;"Федеральное государственное учреждение ""Российский кардиологический научно-производственный комплекс"" Федерального агенства по высокотехнологической медицинской помощи - Экспериментальное производство медико-биологических препаратов"
;"Общество с ограниченной ответственностью  ""Янтарное"" (ООО ""Янтарное"")"
ChIJD6YefYY5tUYRMDjwVfS52EE;Белкозин - Лужский завод ОАО
ChIJU1tkDqpKtUYR15TLblAfjY0;"Федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт органической химии и технологии"" (ФГУП ""ГосНИИОХТ"")"
;"ООО ""Общество лабораторных исследований медицинских препаратов"" (ООО ""ОЛИМП"")"
;"ОАО ""Фармастандарт-Уфимский витаминный завод"" (ОАО ""Фармастандарт-УфаВИТА"")"
;Биопин Фарма ООО
ChIJ70mdvUhMtUYRxhL6U89CfeI;Семруг республиканский НПЦ ЗАО
;"ООО ""Алтайфарм"""
ChIJV8J3E5K1SkERVt0fVcR_Uek;"ЗАО ""Современные химические технологии"""
ChIJgQBnszhPtUYR_H3RLQqcFUc;Техноген НПП ООО
ChIJgQBnszhPtUYR_H3RLQqcFUc;"ООО ""НПП ""Техноген"""
;"Государственное унитарное предприятие ""Научно-производственное объединение ""Радиевый институт им. В.Г.Хлопина"" (ГУП ""НПО ""Радиевый институт им. В.Г.Хлопина"")"
ChIJmdggAvNKtUYRgJ8M1e74Gfs;"Федеральное государственное унитарное предприятие ""Научно-исследовательский физико-химический институт имени Л.Я. Карпова"" (ФГУП ""НИФХИ им.Л.Я.Карпова"")"
ChIJQ5bewZhStUYRGCR4YvR5C0I;Сесана ЗАО
;Радиевый институт им. В.Г.Хлопина НПО ФГУП
ChIJmdggAvNKtUYRgJ8M1e74Gfs;"Федеральное государственное унитарное предприятие ""Ордена Трудового Красного Знамени научно-исследовательский физико-химический институт имени Л.Я. Карпова"" (ФГУП ""НИФХИ им.Л.Я.Карпова"")"
ChIJv8bekGpStUYRywThRI6CZ90;Диафарм институт молекулярной диагностики ЗАО
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ООО ""Фитолон-Наука"""
ChIJmdggAvNKtUYRgJ8M1e74Gfs;"Открытое акционерное общество ""Ордена Трудового Красного Знамени научно-исследовательский физико-химический институт имени Л.Я. Карпова"" (ОАО ""НИФХИ им.Л.Я.Карпова"")"
;"Общество с ограниченной ответственностью ""Гипоксен"" (ООО ""Гипоксен"")"
ChIJ3anQmFrHSkERHxrvpgZiFi4;"ЗАО ""Международный центр медицинской ПИЯВКИ"""
ChIJ3anQmFrHSkERHxrvpgZiFi4;Международный центр медицинской пиявки ЗАО
;Перфторан НПФ ОАО
ChIJY_t-t19ItUYRig38PN5CcNg;"ФГБУ ""ФНИЦЭМ им. Н.Ф. Гамалеи"" Минздрава России (Филиал ""Медгамал"" ФГБУ ""ФНИЦЭМ им. Н.Ф. Гамалеи"" Минздрава России)"
ChIJf8C9KfRMtUYRjIFSRpe7dF4;Фарма ВАМ ЗАО
ChIJZwNLbsJJtUYR2T22HvtkgMg;"Государственное учреждение ""Гематологический научный центр"" РАМН"
ChIJZwNLbsJJtUYR2T22HvtkgMg;Учреждение Российской академии медицинских наук Гематологический научный центр РАМН
ChIJZwNLbsJJtUYR2T22HvtkgMg;"Федеральное государственное бюджетное учреждение ""Гематологический научный центр"" Министерства здравоохранения и социального развития Российской Федерации (ФГБУ ""Гематологический научный центр"" Минздравсоцразвития России)"
;"ЗАО ""Фармаген"""
ChIJEaGmb7VKtUYRvwGUj2rLp7I;Фармасофт НПК ООО
ChIJm3B8sINMtUYRTPc2C-3HsQo;"Закрытое акционерное общество ""ЭКОлаб"" (ЗАО ""ЭКОлаб"")"
ChIJu9CsWxpLtUYRWiNWlBLn8VY;Эдас холдинг ОАО
ChIJNcBj9RpLtUYR6q3lMJqs76U;"Общество с ограниченной ответственностью ""Международная корпорация ""ЭДАС"" (ООО ""ЭДАС"")"
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Генесс ООО
ChIJ6eS_I-a3SkERmG4fkNwuz-M;"ООО ""Гирудо-Мед"""
;"Общество с ограниченной ответственностью ""Полисинтез"""
;"ООО ""АБСхим"""
ChIJ0RgjeQ5LtUYRa85IpR6Gpps;"Закрытое акционерное общество ""Пульмомед"""
ChIJM9szLLqtSkERywPbkwQz5kc;"Закрытое акционерное общество ""Фармацевтическая производственная компания ФармВИЛАР"""
ChIJiU0jTOVLtUYRba9dUL-NqlA;"ЗАО Фирма ""Здоровье"""
ChIJCZBxI9xKtUYR4v5VFLNrjEs;"Федеральное государственное учреждение ""Государственный институт кровезаменителей и медицинских препаратов"""
;"ООО ""Производственно-коммерческая фирма ""Рудаз"""
ChIJBfjVpMU5tUYRp0nvk1loQTo;"ЗАО НПО ""Европа-Биофарм"""
ChIJq6qqasxEtUYRKMobQ8i0TjU;"Открытое акционерное общество ""Биомед"" им.И.И. Мечникова"
ChIJqfGpkihNtUYRp3xIaRyspKA;"ЗАО ""НИККа"""
ChIJSfVUuo42tUYRJz50nr24x7s;Российский геронтологический научно-клинический центр Росздрава ФГУ
ChIJSfVUuo42tUYRJz50nr24x7s;"Федеральное государственное учреждение ""Российский геронтологический  научно-клинический центр Федерального агенства по здравоохранению и социальному развитию"" (ФГУ ""РГНКЦ Росздрава"")"
;Федеральное государственное бюджетное учреждение науки Тихоокеанский институт биоорганической химии им. Г.Б. Елякова Дальневосточного отделения Российской академии наук
;Тихоокеанский институт биоорганической химии Дальневосточного отделения Российской академии наук (ТИБОХ ДВО РАН)
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Тихоокеанский институт биоорганической химии ДВО РАН
;"ФГУП ""Завод медицинских радиоактивных препаратов Федерального управления медико-биологических и экстремальных проблем при Министерстве здравоохранения Российской Федерации"" (ФГУП ""Завод ""Медрадиопрепарат"" Федерального управления ""Медбиоэкстрем"")"
;Кузбассоргхим ООО
;"ООО ""Кузбассоргхим"""
ChIJ32WImj02tUYRgZrN0dotHjg;"Общество с ограниченной ответственностью ""Центр иммунотерапии ""Иммунохелп"" (ООО ""ЦИ ""Иммунохелп"")"
;Ростовский НИИ микробиологии и паразитологии ГП
;Товарищество с ограниченной ответственностью ХЕЙЗЕН ЭЛЛАЙД ЛП
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Фитолон-Наука ООО
ChIJ6xIHYka1SkERc-eFU7L6eQE;"ОАО ""Биосинтез"", Россия"
ChIJw_Qi20KzSkER7Jl3j5b2ky4;"Общество с ограниченной ответственностью ""Гритвак"""
;"ООО ""Компания ""Алиум"""
ChIJVfCPrjhPtUYR5sNyaIHO2Ec;"Федеральное государственное учреждение ""Российский кардиологический научно-производственный комплекс"" Министерства здравоохранения Российской Федерации - Экспериментальное производство медико-биологических препаратов"
ChIJq3KAlTc3tUYRFr46kUkqjpI;"ООО ""Лекарственные средства ВАЛА-Р"""
;"Государственное бюджетное учреждение здравоохранения Свердловской области ""Станция переливания крови № 2 ""Сангвис"" (ГБУЗ СО ""СПК № 2 ""Сангвис"")"
;"Государственное учреждение здравоохранения Свердловской области ""Станция переливания крови № 2 ""Сангвис"" (ГУЗ СО ""СПК № 2 ""Сангвис"")"
ChIJp4q1IRNLtUYRf8uZUhOrFeI;Аллоферон ООО
;"ООО ""Аллоферон"""
ChIJHTRqI8LKSkERuw4Luplp0K0;"ГЛПУ ""Областная станция переливания крови"" [г.Тюмень]"
;"Государственное бюджетное учреждение здравоохранения Тюменской области ""Областная станция переливания крови"" (ГБУЗ ТО ""ОСПК"")"
;Ай Си Эн Лексредства ОАО
ChIJyakEcg5JtUYRqc-yh74VyqQ;"ООО ""Атолл"""
;Фармацевтическая фабрика ГПП Красноярского края
ChIJmdggAvNKtUYRgJ8M1e74Gfs;"ФГУП ""НИФХИ им. Л.Я. Карпова"""
ChIJywWGXESzSkERKWWGqROgCH8;Река-Фарм ЗАО
ChIJywWGXESzSkERKWWGqROgCH8;"Закрытое акционерное общество ""Река-Фарм"""
ChIJe73X6xWoSkERsmC6psMeDhM;"ООО ""Река-Фарм"""
;Архангельский опытный водорослевый комбинат ФГУП
ChIJgTkLbY85tUYRjy6a50nTqAQ;Уфавита Уфимский витаминный завод ОАО
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Ай Си Эн Октябрь ОАО
;"ООО ""Бивитекс"""
;"АО ""Архангельский опытный водорослевый комбинат"" (АО ""АОВК"")"
;"ОАО ""Архангельский опытный водорослевый комбинат"" (ОАО ""АОВК"")"
;"ЗАО ""Медисорб"""
ChIJgQBnszhPtUYRCfviJfbyJiw;Российский кардиологический научно-производственный комплекс ГУ-филиал Экспериментальное производство медико-биологических препаратов
;Учреждение Российской академии наук Тихоокеанский институт биоорганической химии Дальневосточного отделения РАН (ТИБОХ ДВО РАН)
;"Общество с ограниченной ответственностью ""Производственно-фармацевтическая компания ""Пребенд"" 
(ООО ""ПФК ""Пребенд"")"
ChIJY83Q7CrTSkER4MHnT6ofxlc;"Открытое акционерное общество ""Валента Фармацевтика"" (ОАО ""Валента Фармацевтика"")"
;"ООО ""ЛДФ ""МЕДИК"""
ChIJBcgZYB1ItUYRXqp8400jxUs;Иммуно-Гем ЗАО
;"ООО ""Центр внедрения фармако-медицинских технологий ""Мексидант"""
ChIJ38l8tqJOtUYRpxZ50QLsIqo;"ООО ""Инитиум-Фарм"""
ChIJ38l8tqJOtUYRpxZ50QLsIqo;Инитиум-Фарм
ChIJtfuPrjhPtUYR4B6qQ373oFo;"ЗАО ""Фрамон"""
ChIJtfuPrjhPtUYR4B6qQ373oFo;Фрамон ЗАО
ChIJWxomMBhKtUYRWQ-3JIJA9BQ;Фитомаг ООО
ChIJSXH0pC1KtUYR2rrLQr9T7jo;"Общество с ограниченной ответственностью ""Медицинский центр ""ЭЛЛАРА"""
ChIJe73X6xWoSkERsmC6psMeDhM;Биосурф ООО
;Физико-энергетический институт им.академика А.И.Лейпунского ГНЦ РФ
ChIJy7N_VGm1SkERuCXAxxuOEjs;Атлант ООО
ChIJkRdOivVKtUYRnmgFl7uUgpI;Научно-исследовательский центр фармакотерапии ЗАО
ChIJLxkCBJM0tUYRPV89cOWTrDo;Имрэкс НПП ООО
;"ООО ""Аквацитрамон"""
;Ленмедснаб-Доктор W ЗАО
ChIJmSZAzFrKSkERjvrcuCZOAp4;"ООО ""Завод Медсинтез"""
;"Общество с ограниченной ответственностью ""Завод Медсинтез"" (ООО ""Завод Медсинтез"")"
ChIJF3NFjwFJtUYRjgvQzvf-754;Печеры Фирма ООО
ChIJ169c7yLLSkERcCg4cm09pe0;Флора-Фарм ООО
;Интернешнл Фармасьютикал Сервисес Лтд
ChIJY_t-t19ItUYRig38PN5CcNg;"ФГБУ ""Федеральный научно-исследовательский центр эпидемиологии и микробиологии имени почетного академика Н.Ф. Гамалеи"" Минздрава России (Филиал ""Медгамал"" ФГБУ ФНИЦЭМ им.Н.Ф.Гамалеи Минздрава России)"
;"ФГБУ ""НИИЭМ им.  Н.Ф. Гамалеи"" Минздрава России (Филиал ""Медгамал"" ФГБУ ""НИИЭМ им.  Н.Ф. Гамалеи"" Минздрава России), Россия
123098, г. Москва, ул. Гамалеи, д. 18"
ChIJXfYkXMVJtUYR8Caq9LhKTfc;Интар-Биотех ООО
;Ставропольский научно-исследовательский противочумный институт ФГУН
ChIJpUcY8MpKtUYR8QhGZMhkwsQ;Архангельский опытный водорослевый комбинат ОАО
ChIJUSdrOtQ0tUYRA0HlKbOz2hs;Медиалл ООО
ChIJpTXLdYM1tUYRX7Sbc4G3a_E;Веледа СП ООО
;"ООО ""ОЛЛО"", Россия
127473, г. Москва, 3-й Самотечный пер., д. 9"
ChIJWRjvZcJJtUYR7d9jRl3jo9s;Гематолог ООО
ChIJByRU9JwVtUYROjZcTjngjcQ;Биос НПФ ООО
;"Мастерклон ЗАО; ЗАО ""ГЕНЕРИУМ"""
ChIJm435hdVKtUYRZOM_gPVlMyA;Биосервис биотехнологическая компания ЗАО
ChIJX98fpKStSkERQHUxvBX-qys;Росунифарм ООО
ChIJY_t-t19ItUYRig38PN5CcNg;Центральный научно-исследовательский институт эпидемиологии Минздрава России ГУ
;Агрокомбинат России Севоспотребсоюза ООО
;Радиевый институт им. В.Г.Хлопина НПО ГУП
ChIJHTRqI8LKSkERuw4Luplp0K0;"Государственное лечебно-профилактическое учреждение Тюменской области ""Областная станция переливания крови"""
ChIJ_cX8QJNNtUYRsQTA2FRtfY8;ННТ-Фарма ООО
ChIJ4futqrdLtUYRIT4BvUFnibM;АТК ЗАО
ChIJUf0bKKpMtUYRgpZ0bCIYl08;Евросервис Фирма ЗАО
ChIJu4nq5OHPSkERVN5v6SzNWAI;"Акционерное общество ""Химико-фармацевтический комбинат ""АКРИХИН"""
ChIJyZ9Eq8u0SkERR0ENBqSyGyE;Русичи-Фарма ООО
ChIJrbwbFtQ0tUYR755xI-ukStk;Фиделити Капитал ЗАО
ChIJAYNGsG5MtUYRZwgIepfWna0;Медбиофарм НПП ООО
ChIJqVjuv-I0tUYR24VQf6E9RMM;"ЗАО ""ИСТ-ФАРМ"""
ChIJaf1kOxBNtUYRQuW1cp98ydw;Ортат ЗАО
ChIJOdOju2_MSkEREW58BUhDs2k;"Федеральное государственное предприятие ""Государственный завод медицинских препаратов"" (ФГУП ""ГосЗМП"")"
;Экселла ГмбХ
;Тяньцзинь Пасифик Кемикэл энд Фармасьютикал Ко. Лтд.
;"Открытое акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"""
;"ОАО ""Михайловский завод химических реактивов"
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Чжецзян Старри Фармасьютикал Ко., Лтд
ChIJV1xCmEJKtUYRA1eX38m8BWA;"Федеральное государственное унитарное предприятие ""Государственный научный центр""Научно-исследовательский институт органических полупродуктов и красителей"""
ChIJm7thp51JtUYRdJ9vdgRYE84;Дивис Лабораториз Лимитед
;Цзянси Синьтянь Фармасьютикал Ко., Лтд.
ChIJtWiSRLazSkERAXQPYfA8FMA;Фрутаром Швейцария Лтд.
ChIJ3yTFYkw4tUYRd4aIF6HTOpc;"Общество с ограниченной ответственностью ""Лекарь"""
;Шоугуанг Фуканг Фармасьютикал Ко.Лтд
;"Закрытое акционерное общество ""Активный Компонент"""
;Яньтай Дунчэн Биокемикалз Ко. Лтд.
;Чжэцзян Гобан Фармасьютикал Ко. Лтд
;ПиСиСи плс
;Хубэй Хунюань Фармасьютикал Ко., Лтд.
;Сычуань Байосин Фармасьютикал Ко.Лтд
;Рашми Фарма Пвт. Лтд.
;Биоиберика С.А.У.
ChIJcyP6j3iySkERVLAX7sYJQ28;"ООО ""Фармацевтические Технологии"""
;Тяньцзинь Чжунжуй Фармасеутикал Ко.,Лтд.
ChIJPSqAfPJKtUYRHpBjRB2OPPI;Эвоник Индастриз АГ
;ПиСиСи пиэлси
;Гранулес Индия Лимитед
;Цзянсу Тасли Дии Фармасьютикал Ко.Лтд.
ChIJdb3tG3pDNEERtIphpGaAu-M;Абик Лтд
ChIJO8w-ehlLtUYRSAFnfDwHshk;"OOO ""НОВОМЕД"""
;Янтцзэ Ривер Фармасьютикал (Груп) Ко. Лтд
;"Федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт ""Кристалл"""
ChIJBy1eYxpLtUYR8c0MRBVzQqg;Симрайз ГмбХ & Ко КГ
ChIJ_6OLXSRLtUYR1pcXfpj4NhY;"Открытое акционерное общество Завод экологической техники и экопитания ""ДИОД"""
ChIJi9W-h1pKtUYRk3A2TDvvZa4;Лонг Шенг Лимитед
;ЮСВ Прайвит Лимитед
;Шаньдун Нью Тайм Фармасьютикал Ко., Лтд
;Чжецзян Медсин Ко.,Лтд Синьчан Фармасьютикал фэктори
;"Акционерное общество ""Полисорб"""
;Джемини Экспортс
;Полидраг Лабораториз Пвт.Лтд
;Пирамал Хелскеар Лимитед, Витаминз энд Файн Кемикалз Дивижн
;Наньян Пукан Фармасьютикал Ко., Лтд
;Мангалам Драгз энд Органикс Лтд
ChIJpWioROk1tUYR_L6jkwcXUWU;Фармацевтический научно-исследовательский институт
;Иногент Лабораториз Прайват Лимитед
;ФармаЦелл (Индия) Прайват Лимитед
;Параболик Драгз Лимитед.
ChIJu9gils9ItUYRLWizlEh5iQI;Даниско А/С
;Витал Лабораториз Прайвэт Лимитед
;Жухай Юнайтед Лабораториз Ко., Лтд.
;Метрочем ЭйПиАй Пвт. Лтд.
;АО Интерфарма Прага
;Лабораториос Еспинос И Бофил, С.А.(Лебса)
;Хэбэй Чаншань Биокемикал Фармасьютикал Ко., Лтд.
;Моехс Каталана, С.Л.
ChIJN_nsU0DMSkERAtYswXjfUTs;"ОАО ""Линде Газ Рус"""
ChIJTbn4Ze9KtUYRVVWgshxfI7Q;Аббифарм ООО
;Цзянсу Сэньсюань Фармасьютикел энд Кемикал Ко., Лтд.
ChIJnZZW2yFLtUYRwTUBIjKkST4;ООО «Герофарм»
;Юнимарк Ремедиc Лтд
;Енал Драгс Прайвит Лимитед
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;5Н Плюс Любек ГмбХ
;Анджян Драг Пвт. Лтд
;ТайчжоуСинмин Фармасьютикал Ко. Лтд.
;Америкэн Лабораториз Инкорпорэйтед
;Яньтай Дунчэн Байокемикалз Ко. Лтд.
;Чжэцзян Гобан Фармасьютикал Ко.Лтд
ChIJyRnCz7hLtUYRoHyBlL4ErqE;ХТЛ САС
;Яньтай Дунчэн Байокемикалз Ко.Лтд
;"ЗАО ""Лексинтез"""
;Гуйлинь Фармасьютикал Ко., Лтд
;Цилу Тяньхэ Фармасеутикал Ко., Лтд.
ChIJw9ft4PdRtUYRsswpUQHO18k;"ООО ""БЕРАХИМ"""
;Чжэцзян Хайсэнь Фармасьютикал Ко.Лтд
ChIJ1XHxuepMtUYRiGkJsZlI7fg;ЗаК Систем
;КДЛ Биотех Лимитед
;Ультратек Индия Лтд.
;СМС Фармацеутикалс Лтд.
;Гуанчжоу Ханьфан Фармасьютикал Ко., Лтд.
;Чжэцзян Саньмэнь Хэнкан Фармасьютикал Ко., Лтд.
ChIJM2qWpwBNtUYR1gA2oCBAxQE;ЗАО «ЛЕНТЕХГАЗ»
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;Тергормон с.р.л.
;Пайонир Агро Индастриз (фармацевтическое отделение), Проп. Сэнвин Лабораториз Пвт. Лтд.
ChIJ4Vwh7RFYtUYR5YGLD2e7J5s;Скора
;Джей Кью Си (Хуаинь) Фармасьютикал Ко., Лтд.
;Институт химии растительных веществ  им. акад. С.Ю. Юнусова  АН РУз
;Шанюй Цзинсинь Фармасьютикал Ко., Лтд.
;"ФГУП ""СКТБ ""Технолог"""
ChIJx3_gh2VNtUYRH0qNG2tQ40Y;Тавита ООО
;Циндао Кангъян Фармасьютикэл Ко., Лтд.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Чжэцзян Танья Фармасьютикал Ко. Лтд
;Дэд Си Бромин Компании Лтд.
;Шанхай Хуамао Фармасьютикал Ко.Лтд
;Компания Индустрия Продутора Антибиотикос С.А.
;Неулэнд Лабораториз Лимитед
;ФармаЦелл (Индия) Прайвит Лимитед
;Сикор Сосиэта Италиана Кортикостероиди С.р.л.
;Фламма С.п.А.
;Хубэй Провиншиал Бафэн Фармасьютикалс Энд Кемикалс Шеа Ко. Лтд
;Норт Чайна Фармасьютикал Ко.Лтд
;Шицзячжуан Лонзил Фармасьютикалз Ко. Лтд.
ChIJkfnpT2tLtUYRCyA1EvV9LNk;Натурекс С.А.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Джангсу Тоухоуп Фармасьютикал Ко. Лтд
;Саймед Лабс Лтд
;Вамси Лэбс Лтд
;Сохан Хелскэа Пвт. Лтд
;Сучжоу Тяньлу Био-Фармасьютикал Ко. Лтд
;"Акционерное общество ""Аметис"" (АО ""Аметис"")"
;Чанчжоу Канпу Фармасьютикал Ко., Лтд.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Цилу Фармасьютикал Ко.Лтд.
ChIJpyo6CVoUtUYRGUK2oxWi2xI;"ООО ""КриоГаз"""
;Шанхай Сохо-Имин Фармасьютикалз Ко.Лтд
;"Акционерное общество ""КИСЛОРОД"" (ПАО ""КИСЛОРОД"")"
;Фрезениус Каби Ипсум С.Р.Л.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;ТАПИ Пуэрто Рико, Инк.
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;Фархемия С.р.Л.
;Куньмин Гуйянь Фармасьютикал Ко., Лтд
;"Общество с ограниченной ответственностью Научно-производственная фирма ""МИКРОХИМ"""
;Вухан Вуйао Фармасьютикал Ко.Лтд
;ББИ Энзимс СА (Пти) Лтд
;Чжэцзян Юннин Фармасьютикал Ко., Лтд
;Вукси Джида Фармасьютикал Ко., Лтд.
ChIJM9szLLqtSkERywPbkwQz5kc;"Общество с ограниченной ответственностью Научно-производственное объединение ""ФармВИЛАР"""
;Санш Биотех Пвт. Лтд
;Ассия Кемикл Индастриз Лтд
;Пантеа Фарм Прайвит Лимитед
;Юки Госэй Когё Ко., Лтд
;Дунъин Тяньдун Фармасьютикал Ко.Лтд
;"Закрытое акционерное общество ""МираксБиоФарма"""
ChIJhx5bfqJLtUYRNu1VPt_XHNg;Биокемикал энд Синтетикэл Продакт Лтд
;Чунцин Канлэ Фармасьютикл Ко.Лтд
;Чанчжэн-Синкейт (Сучжоу) Фармасьютикал Ко., Лтд.
;"Открытое акционерное обшество ""Усолье-Сибирский химико-фармацевтический завод"""
;Антибиотикус ду Бразил Лтда
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Смайлэкс Лабораториз Лимитед
;Икром С.п.А.
ChIJzSyBc3pKtUYR5JnmjB_yoAk;"Общество с ограниченной ответственностью ""Пик-Фарма Хим"""
ChIJF_KyULU2tUYRQEj1sAmiFn4;СИ Груп Инк.
;Ауктус Фарма Лимитед
;АМРИ Индия Пвт.Лтд
;Хайсан Фармасьютикал (Ханчжоу) Ко., Лтд.
;Ньюкем С.п.А.
;Чунцин Лумми Фармасьютикал Ко.Лтд
ChIJBcgZYB1ItUYRXqp8400jxUs;"Общество с ограниченной ответственностью ""Иммуно-Гем"""
;Чирогейт Интернешнл Инк
;Мегафайн Фарма (П) Лтд.
;Сычуань Гуансун Фармасьютикал Ко.Лтд
;Шандонг Вейфанг Фармасьютикал Фэктори Ко.Лтд
;Дае Хе Биофарма Ко., Лтд
ChIJ26B5Wb5KtUYRGp76xU7Fhl8;Эйсбрайт (Индия) Фарма Пвт. Лтд.
;ДСМ Нутришнл Продактс Лтд, филиал завода Сиссельн
;Лундбек Фармасьютикалс Итали С.п.А
;Пи Кэй Ю Кеар Чунцин Дасинь Фармасьютикал Ко.Лтд
;Чжэцзян Меново Фармасьютикал Ко., Лтд
;Уси Фочун Фармасьютикал Ко., Лтд
;Апекс Хелскеа Лимитед
;Ябао Фармасьютикал Груп Ко.Лтд
;Шэньчжэнь Хэпалинк Фармасьютикал Ко. Лтд
;Элдер Фармасьютикалc Лтд
;Ролабо Аутсорсинг С.Л.
;ЭнСиПиСи Хэбэй Хуаминь Фармасьютикал Ко.Лтд
ChIJY5alyXk2tUYRlxyBZb2_pAM;Морепен Лабораториз Лимитед
;Мапримед С.А.
