place_id;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJw3s8jQlKtUYRjjUndY4XcR8;1.0;1.0;;8;"ООО ""Научно-производственная фирма ""Материа Медика Холдинг"""
ChIJw4PJ6iBKtUYRLoN8ZxI1Zt8;1.0;1.0;;3;"ЗАО ""Скай Лтд"""
ChIJw6CGOPCxSkERZdlGuKq0HOk;1.0;1.0;;54;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП ФМБА
ChIJw9ft4PdRtUYRsswpUQHO18k;0.9166666666666666;0.8333333333333334;1826.0;6;"ООО ""БЕРАХИМ"""
ChIJwRJOuiBLtUYRCMfRJf2kvDk;1.0;1.0;;1;Амино ГмбХ
ChIJwZuWHSI1tUYREPrjsatnSbA;1.0;1.0;;4;"ООО ""Бета-Лек"""
ChIJw_26OuVMtUYRClGyexSVQwY;1.0;1.0;;1;Пласт ОАО
ChIJw_Qi20KzSkER7Jl3j5b2ky4;1.0;0.8333333333333334;1825.0;9;"Общество с ограниченной ответственностью ""Гритвак"""
ChIJwbMLDl9MtUYR4RTRfXyz_W4;0.0;0.0;1826.0;1;Доу Кемикал Кампани
ChIJwct8Jm2zSkERSXLyGG-GCpQ;1.0;0.0;1827.0;1;"Общество с ограниченной ответственностью ""СОРБЕНТ"" (ООО ""СОРБЕНТ"")"
ChIJwdZscsxItUYRwBvUzbsfqKo;1.0;0.6666666666666666;955.5;7;"Общество с ограниченной ответственностью ""Лексиръ"""
ChIJwfdBT4lOtUYRlvmtgXtPoYc;0.8833333333333334;0.37666666666666665;1826.2714285714287;57;Фармак а.о.
ChIJwyykEl20SkER2smT135LebI;1.0;0.0;1826.0;1;"Открытое акционерное общество ""ПСК"" (ОАО ""ПСК"")"
ChIJx3_gh2VNtUYRH0qNG2tQ40Y;1.0;1.0;;1;Тавита ООО
ChIJx6HjqeFKtUYR2SgYGrfncHk;1.0;0.5;1826.0;2;"ОАО ""Новолипецкий металлургический комбинат"""
ChIJx6HjqeFKtUYRWrNo66hIFUc;1.0;1.0;;7;Ферринг Фармасьютикалс А/с
ChIJx76NZM1LtUYRQN7LcStjgSg;0.9695697023283231;0.856716769820218;1736.4407894736842;249;Байер Шеринг Фарма Ой
ChIJxRlz9TmzSkER7NCZrNLD9kU;0.8666666666666667;0.5166666666666666;1826.3214285714284;34;Русан Фарма Лтд.
ChIJxU7R4gsVtUYRFGs6bfeVM2A;1.0;0.125;1827.0;7;"Открытое Акционерное Общество ""Логика"""
ChIJxXBVLTI4tUYR4X5FxnBH2Uc;1.0;0.5;1826.0;2;"Общество с ограниченной ответственностью ""Технические Газы"" (ООО ""Технические Газы"")"
ChIJxabpdSJKtUYRONVnAQqWZBY;1.0;0.8888888888888888;1827.0;6;Эббви Лтд
ChIJxcrgQoVMtUYRHo-Ui7MGG_I;0.0;0.0;1826.0;1;"ОАО ""Минеральные удобрения"""
ChIJy-bQBsI3tUYRBRu9EP_WdyY;1.0;0.5;1826.0;2;Комплект Сервис ООО
ChIJy7N_VGm1SkERuCXAxxuOEjs;0.0;0.0;1826.0;1;Атлант ООО
ChIJyQK4UZ5NtUYRwytNG3JDjss;1.0;1.0;;1;"ООО ""Медицинский Центр ""Медицина"""
ChIJyRnCz7hLtUYRoHyBlL4ErqE;1.0;1.0;;1;ХТЛ САС
ChIJyS2nIclMtUYR6uiXMFxWuKY;1.0;1.0;;1;Паркинфарм ООО
ChIJyScE-_w3tUYRj6NlvUqLtKk;1.0;1.0;;2;"ООО ""ДАВ Фарм"""
ChIJySgmdsZLtUYRwukLa7TaPwg;0.9770114942528735;0.6101532567049809;1797.75;41;Представительство АО Варшавского фармацевтического завода Польфа
ChIJyVjGoD1KtUYR_rLyTtG6Y00;1.0;1.0;;3;"ООО ""Медфлорина"""
ChIJyX9eIY9OtUYRzgNmDdg1g0I;1.0;1.0;;1;ООО «СаваФарм»
ChIJyYnfNedJtUYRxgYpxhnx3Aw;1.0;1.0;;1;"ЗАО ""Фармлайн-Д"""
ChIJyZ9Eq8u0SkERR0ENBqSyGyE;0.0;0.0;1826.0;2;Русичи-Фарма ООО
ChIJyakEcg5JtUYRqc-yh74VyqQ;1.0;0.5637931034482758;1826.201581027668;291;"Общество с ограниченной ответственностью ""Атолл"" (ООО ""Атолл"")"
ChIJydtP0a5MtUYRvaTk_uo0weY;0.9787234042553191;0.7446808510638298;1826.3333333333333;47;Аджио Фармацевтикалз Лтд
ChIJywWGXESzSkERKWWGqROgCH8;1.0;1.0;;2;Река-Фарм ЗАО
ChIJyxrRBs80tUYR8_lUjIURXCo;1.0;0.7857142857142857;1826.3333333333333;28;Пфайзер Мэнюфэкчуринг Дойчленд ГмбХ
ChIJyzE6kwNKtUYRF65gUCPSRKo;1.0;0.0;1826.0;1;"ЗАО ""АКАР"""
ChIJz0X-4Qg3tUYRMM7yJmCp73s;1.0;0.5;1826.0;12;Гербе
ChIJz0tiKuBKtUYRnRcew47qre0;1.0;0.8461538461538461;1826.0;13;Ферринг Интернешнл Сентер С.А.
ChIJz0wKvftKtUYRE6bn6S4LM_s;0.9812000683275518;0.5273277357300535;1826.2990909090909;213;Представительство фирмы «Д-р Редди`c Лабораторис Лтд.»
ChIJz1sCl-M4tUYRREYqIbDTxxg;1.0;0.875;1826.0;8;"ООО ""Кировская Фармацевтическая Компания"""
ChIJz2Jz7zjRSkER4JxgsmEYgyY;1.0;0.0;1826.0;2;Аптека Фармикон ООО
ChIJz46fF51MtUYRg0CEtpFDf0Q;0.7272727272727273;0.6363636363636364;1787.5;11;Солвей Фармасьютикалз ГмбХ
ChIJz6AUP1hJtUYRx-pOq9tVaVE;0.0;0.0;1826.0;1;Элегант Индия
ChIJz85mQWBJtUYRqXZd5-n9oTs;1.0;0.9230769230769231;1826.0;13;"Общество с ограниченной ответственностью ""Фармамед"" (ООО ""Фармамед"")"
ChIJzSyBc3pKtUYR5JnmjB_yoAk;0.9963768115942028;0.8459312010661336;1826.0625;93;Производство медикаментов ООО
ChIJzTufgeFKtUYRY-30R1MMne8;1.0;0.625;1826.0;8;Ксантис Фарма Лимитед
ChIJzYCjTB5KtUYR178cpsD6tWA;1.0;0.6;1826.0;19;"Закрытое акционерное общество ""ФИРМА ""ВИТАФАРМА"" (ЗАО ""ФИРМА ""ВИТАФАРМА"")"
ChIJzcQlSwZHtUYRjS8JA-kGUDE;1.0;1.0;;2;"ЗАО ""Анапо-2000"""
ChIJzwcPHSNNtUYRAEg9npOiqO8;0.75;0.75;1465.0;8;Лекко ФФ ЗАО
ChIJzyDqO7dLtUYRc1NJK979u18;1.0;1.0;;3;Рефнот-Фарм ООО
ChIJzyN1jFDMSkERQwylkaZYQkY;1.0;0.17735042735042736;1826.7171717171716;59;"Закрытое акционерное общество ""Бинергия"" (ЗАО ""Бинергия"")"
